eventID,measurementValue,measurementType,measurementTypeID,measurementValueID,measurementUnit,measurementUnitID,measurementID,occurrenceID
IYS2022-TINRO-3-17-Trawl,54,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-17-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-17-Trawl,2,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-17-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-18-Trawl,220,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-18-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-18-Trawl,64.8,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-18-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-18-Trawl,4,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-18-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-19-Trawl,248,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-19-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-19-Trawl,46.8,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-19-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-19-Trawl,3,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-19-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-20-Trawl,250,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-20-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-20-Trawl,36,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-20-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-20-Trawl,2.5,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-20-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-21-Trawl,80,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-21-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-21-Trawl,72,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-21-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-21-Trawl,3.5,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-21-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-22-Trawl,330,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-22-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-22-Trawl,72,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-22-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-22-Trawl,4,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-22-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-23-Trawl,280,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-23-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-23-Trawl,43.2,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-23-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-23-Trawl,3,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-23-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-24-Trawl,182,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-24-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-24-Trawl,57.6,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-24-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-24-Trawl,2.5,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-24-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-25-Trawl,300,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-25-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-25-Trawl,57.6,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-25-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-25-Trawl,4,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-25-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-26-Trawl,299,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-26-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-26-Trawl,18,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-26-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-26-Trawl,2,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-26-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-27-Trawl,330,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-27-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-27-Trawl,36,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-27-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-27-Trawl,2.5,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-27-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-28-Trawl,328,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-28-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-28-Trawl,64.8,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-28-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-28-Trawl,3,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-28-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-29-Trawl,300,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-29-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-29-Trawl,72,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-29-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-29-Trawl,4,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-29-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-30-Trawl,310,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-30-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-30-Trawl,50.4,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-30-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-30-Trawl,2,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-30-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-31-Trawl,42,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-31-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-31-Trawl,61.2,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-31-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-31-Trawl,2.5,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-31-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-32-Trawl,340,Wind_Direction_Degrees,http://vocab.nerc.ac.uk/collection/B39/current/relwinddir/,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,IYS2022-TINRO-3-32-Trawl-Wind_Direction_Degrees,NA
IYS2022-TINRO-3-32-Trawl,79.2,Wind_Speed_kilometers_per_hour,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,NA,kilometers per hour,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,IYS2022-TINRO-3-32-Trawl-Wind_Speed_kilometers_per_hour,NA
IYS2022-TINRO-3-32-Trawl,4,Wave_height_Meters,http://vocab.nerc.ac.uk/collection/P07/current/JNQS0CMX/,NA,meters,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,IYS2022-TINRO-3-32-Trawl-Wave_height_Meters,NA
IYS2022-TINRO-3-1-Trawl,0.643,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-1-Trawl-1-Catch_weight,IYS2022-TINRO-3-1-Trawl-1
IYS2022-TINRO-3-1-Trawl,adult,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1116/,NA,NA,IYS2022-TINRO-3-1-Trawl-1-lifeStage,IYS2022-TINRO-3-1-Trawl-1
IYS2022-TINRO-3-1-Trawl,1,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-1-Trawl-2-individualCount,IYS2022-TINRO-3-1-Trawl-2
IYS2022-TINRO-3-1-Trawl,1.313,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-1-Trawl-2-Catch_weight,IYS2022-TINRO-3-1-Trawl-2
IYS2022-TINRO-3-1-Trawl,immature,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,NA,NA,IYS2022-TINRO-3-1-Trawl-2-lifeStage,IYS2022-TINRO-3-1-Trawl-2
IYS2022-TINRO-3-1-Trawl,2,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-1-Trawl-3-individualCount,IYS2022-TINRO-3-1-Trawl-3
IYS2022-TINRO-3-1-Trawl,1.431,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-1-Trawl-3-Catch_weight,IYS2022-TINRO-3-1-Trawl-3
IYS2022-TINRO-3-1-Trawl,immature,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,NA,NA,IYS2022-TINRO-3-1-Trawl-3-lifeStage,IYS2022-TINRO-3-1-Trawl-3
IYS2022-TINRO-3-2-Trawl,0.495,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-4-Catch_weight,IYS2022-TINRO-3-2-Trawl-4
IYS2022-TINRO-3-2-Trawl,adult,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1116/,NA,NA,IYS2022-TINRO-3-2-Trawl-4-lifeStage,IYS2022-TINRO-3-2-Trawl-4
IYS2022-TINRO-3-2-Trawl,1,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-2-Trawl-5-individualCount,IYS2022-TINRO-3-2-Trawl-5
IYS2022-TINRO-3-2-Trawl,0.336,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-5-Catch_weight,IYS2022-TINRO-3-2-Trawl-5
IYS2022-TINRO-3-2-Trawl,adult,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1116/,NA,NA,IYS2022-TINRO-3-2-Trawl-5-lifeStage,IYS2022-TINRO-3-2-Trawl-5
IYS2022-TINRO-3-2-Trawl,8,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-2-Trawl-6-individualCount,IYS2022-TINRO-3-2-Trawl-6
IYS2022-TINRO-3-2-Trawl,1.373,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-6-Catch_weight,IYS2022-TINRO-3-2-Trawl-6
IYS2022-TINRO-3-2-Trawl,adult,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1116/,NA,NA,IYS2022-TINRO-3-2-Trawl-6-lifeStage,IYS2022-TINRO-3-2-Trawl-6
IYS2022-TINRO-3-2-Trawl,12,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-2-Trawl-7-individualCount,IYS2022-TINRO-3-2-Trawl-7
IYS2022-TINRO-3-2-Trawl,0.158,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-7-Catch_weight,IYS2022-TINRO-3-2-Trawl-7
IYS2022-TINRO-3-2-Trawl,adult,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1116/,NA,NA,IYS2022-TINRO-3-2-Trawl-7-lifeStage,IYS2022-TINRO-3-2-Trawl-7
IYS2022-TINRO-3-2-Trawl,1,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-2-Trawl-8-individualCount,IYS2022-TINRO-3-2-Trawl-8
IYS2022-TINRO-3-2-Trawl,0.003,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-8-Catch_weight,IYS2022-TINRO-3-2-Trawl-8
IYS2022-TINRO-3-2-Trawl,Juvenile,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,NA,NA,IYS2022-TINRO-3-2-Trawl-8-lifeStage,IYS2022-TINRO-3-2-Trawl-8
IYS2022-TINRO-3-2-Trawl,8,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-2-Trawl-9-individualCount,IYS2022-TINRO-3-2-Trawl-9
IYS2022-TINRO-3-2-Trawl,0.013,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-9-Catch_weight,IYS2022-TINRO-3-2-Trawl-9
IYS2022-TINRO-3-2-Trawl,adult,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1116/,NA,NA,IYS2022-TINRO-3-2-Trawl-9-lifeStage,IYS2022-TINRO-3-2-Trawl-9
IYS2022-TINRO-3-2-Trawl,1,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-2-Trawl-10-individualCount,IYS2022-TINRO-3-2-Trawl-10
IYS2022-TINRO-3-2-Trawl,0.129,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-10-Catch_weight,IYS2022-TINRO-3-2-Trawl-10
IYS2022-TINRO-3-2-Trawl,Juvenile,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,NA,NA,IYS2022-TINRO-3-2-Trawl-10-lifeStage,IYS2022-TINRO-3-2-Trawl-10
IYS2022-TINRO-3-2-Trawl,5,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-2-Trawl-11-individualCount,IYS2022-TINRO-3-2-Trawl-11
IYS2022-TINRO-3-2-Trawl,2.158,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-11-Catch_weight,IYS2022-TINRO-3-2-Trawl-11
IYS2022-TINRO-3-2-Trawl,immature,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,NA,NA,IYS2022-TINRO-3-2-Trawl-11-lifeStage,IYS2022-TINRO-3-2-Trawl-11
IYS2022-TINRO-3-2-Trawl,9,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-2-Trawl-12-individualCount,IYS2022-TINRO-3-2-Trawl-12
IYS2022-TINRO-3-2-Trawl,4.947,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-12-Catch_weight,IYS2022-TINRO-3-2-Trawl-12
IYS2022-TINRO-3-2-Trawl,immature,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,NA,NA,IYS2022-TINRO-3-2-Trawl-12-lifeStage,IYS2022-TINRO-3-2-Trawl-12
IYS2022-TINRO-3-2-Trawl,4,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-2-Trawl-13-individualCount,IYS2022-TINRO-3-2-Trawl-13
IYS2022-TINRO-3-2-Trawl,0.007,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-2-Trawl-13-Catch_weight,IYS2022-TINRO-3-2-Trawl-13
IYS2022-TINRO-3-2-Trawl,Juvenile,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,NA,NA,IYS2022-TINRO-3-2-Trawl-13-lifeStage,IYS2022-TINRO-3-2-Trawl-13
IYS2022-TINRO-3-3-Trawl,0.43,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-3-Trawl-14-Catch_weight,IYS2022-TINRO-3-3-Trawl-14
IYS2022-TINRO-3-3-Trawl,adult,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1116/,NA,NA,IYS2022-TINRO-3-3-Trawl-14-lifeStage,IYS2022-TINRO-3-3-Trawl-14
IYS2022-TINRO-3-3-Trawl,1,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-3-Trawl-15-individualCount,IYS2022-TINRO-3-3-Trawl-15
IYS2022-TINRO-3-3-Trawl,0.122,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-3-Trawl-15-Catch_weight,IYS2022-TINRO-3-3-Trawl-15
IYS2022-TINRO-3-3-Trawl,Juvenile,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,NA,NA,IYS2022-TINRO-3-3-Trawl-15-lifeStage,IYS2022-TINRO-3-3-Trawl-15
IYS2022-TINRO-3-3-Trawl,1,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-3-Trawl-16-individualCount,IYS2022-TINRO-3-3-Trawl-16
IYS2022-TINRO-3-3-Trawl,0.098,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-3-Trawl-16-Catch_weight,IYS2022-TINRO-3-3-Trawl-16
IYS2022-TINRO-3-3-Trawl,Juvenile,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,NA,NA,IYS2022-TINRO-3-3-Trawl-16-lifeStage,IYS2022-TINRO-3-3-Trawl-16
IYS2022-TINRO-3-3-Trawl,1,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS2022-TINRO-3-3-Trawl-17-individualCount,IYS2022-TINRO-3-3-Trawl-17
IYS2022-TINRO-3-3-Trawl,0.323,Catch_weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,IYS2022-TINRO-3-3-Trawl-17-Catch_weight,IYS2022-TINRO-3-3-Trawl-17
IYS2022-TINRO-3-3-Trawl,immature,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,NA,NA,IYS2022-TINRO-3-3-Trawl-17-lifeStage,IYS2022-TINRO-3-3-Trawl-17
